Ano,Estado,Mês,Número,Periodo
2009,Piauí,Fevereiro,19,022009
2010,Piauí,Fevereiro,54,022010
2011,Piauí,Fevereiro,11,022011
2012,Piauí,Fevereiro,31,022012
2013,Piauí,Fevereiro,68,022013
2014,Piauí,Fevereiro,14,022014
2015,Piauí,Fevereiro,38,022015
2016,Piauí,Fevereiro,97,022016
2017,Piauí,Fevereiro,24,022017
1998,Piauí,Março,0,031998
1999,Piauí,Março,4,031999
2000,Piauí,Março,14,032000
2001,Piauí,Março,2,032001
2002,Piauí,Março,63,032002
2003,Piauí,Março,15,032003
2004,Piauí,Março,27,032004
2005,Piauí,Março,13,032005
2006,Piauí,Março,18,032006
2007,Piauí,Março,31,032007
2008,Piauí,Março,4,032008
2009,Piauí,Março,17,032009
2010,Piauí,Março,47,032010
2011,Piauí,Março,15,032011
2012,Piauí,Março,71,032012
2013,Piauí,Março,14,032013
2014,Piauí,Março,88,032014
2015,Piauí,Março,35,032015
2016,Piauí,Março,53,032016
2017,Piauí,Março,25,032017
1998,Piauí,Abril,0,041998
1999,Piauí,Abril,10,041999
2000,Piauí,Abril,15,042000
2001,Piauí,Abril,1,042001
2002,Piauí,Abril,87,042002
2003,Piauí,Abril,22,042003
2004,Piauí,Abril,10,042004
2005,Piauí,Abril,3,042005
2006,Piauí,Abril,1,042006
2007,Piauí,Abril,9,042007
2008,Piauí,Abril,7,042008
2009,Piauí,Abril,8,042009
2010,Piauí,Abril,56,042010
2011,Piauí,Abril,16,042011
2012,Piauí,Abril,119,042012
2013,Piauí,Abril,34,042013
2014,Piauí,Abril,63,042014
2015,Piauí,Abril,50,042015
2016,Piauí,Abril,35,042016
2017,Piauí,Abril,25,042017
1998,Piauí,Maio,0,051998
1999,Piauí,Maio,8,051999
2000,Piauí,Maio,25,052000
2001,Piauí,Maio,36,052001
2002,Piauí,Maio,84,052002
2003,Piauí,Maio,13,052003
2004,Piauí,Maio,80,052004
2005,Piauí,Maio,22,052005
2006,Piauí,Maio,0,052006
2007,Piauí,Maio,52,052007
2008,Piauí,Maio,12,052008
2009,Piauí,Maio,12,052009
2010,Piauí,Maio,231,052010
2011,Piauí,Maio,77,052011
2012,Piauí,Maio,334,052012
2013,Piauí,Maio,40,052013
2014,Piauí,Maio,138,052014
2015,Piauí,Maio,66,052015
2016,Piauí,Maio,60,052016
2017,Piauí,Maio,36,052017
1998,Piauí,Junho,46,061998
1999,Piauí,Junho,47,061999
2000,Piauí,Junho,18,062000
2001,Piauí,Junho,87,062001
2002,Piauí,Junho,161,062002
2003,Piauí,Junho,88,062003
2004,Piauí,Junho,239,062004
2005,Piauí,Junho,171,062005
2006,Piauí,Junho,40,062006
2007,Piauí,Junho,303,062007
2008,Piauí,Junho,33,062008
2009,Piauí,Junho,56,062009
2010,Piauí,Junho,208,062010
2011,Piauí,Junho,462,062011
2012,Piauí,Junho,834,062012
2013,Piauí,Junho,263,062013
2014,Piauí,Junho,373,062014
2015,Piauí,Junho,283,062015
2016,Piauí,Junho,153,062016
2017,Piauí,Junho,193,062017
1998,Piauí,Julho,189,071998
1999,Piauí,Julho,123,071999
2000,Piauí,Julho,75,072000
2001,Piauí,Julho,337,072001
2002,Piauí,Julho,534,072002
2003,Piauí,Julho,407,072003
2004,Piauí,Julho,564,072004
2005,Piauí,Julho,445,072005
2006,Piauí,Julho,150,072006
2007,Piauí,Julho,919,072007
2008,Piauí,Julho,97,072008
2009,Piauí,Julho,302,072009
2010,Piauí,Julho,1696,072010
2011,Piauí,Julho,864,072011
2012,Piauí,Julho,1755,072012
2013,Piauí,Julho,361,072013
2014,Piauí,Julho,1177,072014
2015,Piauí,Julho,690,072015
2016,Piauí,Julho,754,072016
2017,Piauí,Julho,643,072017
1998,Piauí,Agosto,711,081998
1999,Piauí,Agosto,499,081999
2000,Piauí,Agosto,415,082000
2001,Piauí,Agosto,1133,082001
2002,Piauí,Agosto,2280,082002
2003,Piauí,Agosto,864,082003
2004,Piauí,Agosto,1002,082004
2005,Piauí,Agosto,943,082005
2006,Piauí,Agosto,911,082006
2007,Piauí,Agosto,3551,082007
2008,Piauí,Agosto,290,082008
2009,Piauí,Agosto,790,082009
2010,Piauí,Agosto,4035,082010
2011,Piauí,Agosto,1958,082011
2012,Piauí,Agosto,3614,082012
2013,Piauí,Agosto,1015,082013
2014,Piauí,Agosto,2265,082014
2015,Piauí,Agosto,2057,082015
2016,Piauí,Agosto,1647,082016
2017,Piauí,Agosto,1572,082017
1998,Piauí,Setembro,1991,091998
1999,Piauí,Setembro,872,091999
2000,Piauí,Setembro,1099,092000
2001,Piauí,Setembro,2401,092001
2002,Piauí,Setembro,2475,092002
2003,Piauí,Setembro,3399,092003
2004,Piauí,Setembro,2662,092004
2005,Piauí,Setembro,3136,092005
2006,Piauí,Setembro,1618,092006
2007,Piauí,Setembro,4078,092007
2008,Piauí,Setembro,1472,092008
2009,Piauí,Setembro,1709,092009
2010,Piauí,Setembro,5392,092010
2011,Piauí,Setembro,4402,092011
2012,Piauí,Setembro,4479,092012
2013,Piauí,Setembro,2311,092013
2014,Piauí,Setembro,2536,092014
2015,Piauí,Setembro,5828,092015
2016,Piauí,Setembro,1394,092016
2017,Piauí,Setembro,3422,092017
1998,Piauí,Outubro,2586,101998
1999,Piauí,Outubro,1438,101999
2000,Piauí,Outubro,2558,102000
2001,Piauí,Outubro,3742,102001
2002,Piauí,Outubro,2757,102002
2003,Piauí,Outubro,2332,102003
2004,Piauí,Outubro,2144,102004
2005,Piauí,Outubro,3263,102005
2006,Piauí,Outubro,1443,102006
2007,Piauí,Outubro,2331,102007
2008,Piauí,Outubro,1830,102008
2009,Piauí,Outubro,913,102009
2010,Piauí,Outubro,3863,102010
2011,Piauí,Outubro,1484,102011
2012,Piauí,Outubro,2506,102012
2013,Piauí,Outubro,1269,102013
2014,Piauí,Outubro,1788,102014
2015,Piauí,Outubro,4068,102015
2016,Piauí,Outubro,2598,102016
2017,Piauí,Outubro,3004,102017
1998,Piauí,Novembro,424,111998
1999,Piauí,Novembro,334,111999
2000,Piauí,Novembro,450,112000
2001,Piauí,Novembro,1484,112001
2002,Piauí,Novembro,1174,112002
2003,Piauí,Novembro,1248,112003
2004,Piauí,Novembro,1798,112004
2005,Piauí,Novembro,1599,112005
2006,Piauí,Novembro,740,112006
2007,Piauí,Novembro,939,112007
2008,Piauí,Novembro,594,112008
2009,Piauí,Novembro,1336,112009
2010,Piauí,Novembro,1417,112010
2011,Piauí,Novembro,825,112011
2012,Piauí,Novembro,447,112012
2013,Piauí,Novembro,640,112013
2014,Piauí,Novembro,717,112014
2015,Piauí,Novembro,897,112015
2016,Piauí,Novembro,1126,112016
2017,Piauí,Novembro,449,112017
1998,Piauí,Dezembro,119,121998
1999,Piauí,Dezembro,74,121999
2000,Piauí,Dezembro,79,122000
2001,Piauí,Dezembro,230,122001
2002,Piauí,Dezembro,373,122002
2003,Piauí,Dezembro,459,122003
2004,Piauí,Dezembro,788,122004
2005,Piauí,Dezembro,486,122005
2006,Piauí,Dezembro,339,122006
2007,Piauí,Dezembro,317,122007
2008,Piauí,Dezembro,329,122008
2009,Piauí,Dezembro,570,122009
2010,Piauí,Dezembro,357,122010
2011,Piauí,Dezembro,362,122011
2012,Piauí,Dezembro,334,122012
2013,Piauí,Dezembro,468,122013
2014,Piauí,Dezembro,346,122014
2015,Piauí,Dezembro,626,122015
2016,Piauí,Dezembro,374,122016
1998,Rio de Janeiro,Janeiro,0,011998
1999,Rio de Janeiro,Janeiro,0,011999
2000,Rio de Janeiro,Janeiro,0,012000
2001,Rio de Janeiro,Janeiro,0,012001
2002,Rio de Janeiro,Janeiro,0,012002
2003,Rio de Janeiro,Janeiro,0,012003
2004,Rio de Janeiro,Janeiro,1,012004
2005,Rio de Janeiro,Janeiro,5,012005
2006,Rio de Janeiro,Janeiro,12,012006
2007,Rio de Janeiro,Janeiro,0,012007
2008,Rio de Janeiro,Janeiro,1,012008
2009,Rio de Janeiro,Janeiro,3,012009
2010,Rio de Janeiro,Janeiro,13,012010
2011,Rio de Janeiro,Janeiro,10,012011
2012,Rio de Janeiro,Janeiro,12,012012
2013,Rio de Janeiro,Janeiro,9,012013
2014,Rio de Janeiro,Janeiro,35,012014
2015,Rio de Janeiro,Janeiro,97,012015
2016,Rio de Janeiro,Janeiro,9,012016
2017,Rio de Janeiro,Janeiro,15,012017
1998,Rio de Janeiro,Fevereiro,0,021998
1999,Rio de Janeiro,Fevereiro,0,021999
2000,Rio de Janeiro,Fevereiro,1,022000
2001,Rio de Janeiro,Fevereiro,3,022001
2002,Rio de Janeiro,Fevereiro,1,022002
2003,Rio de Janeiro,Fevereiro,10,022003
2004,Rio de Janeiro,Fevereiro,8,022004
2005,Rio de Janeiro,Fevereiro,4,022005
2006,Rio de Janeiro,Fevereiro,7,022006
2007,Rio de Janeiro,Fevereiro,15,022007
2008,Rio de Janeiro,Fevereiro,2,022008
2009,Rio de Janeiro,Fevereiro,5,022009
2010,Rio de Janeiro,Fevereiro,73,022010
2011,Rio de Janeiro,Fevereiro,36,022011
2012,Rio de Janeiro,Fevereiro,11,022012
2013,Rio de Janeiro,Fevereiro,12,022013
2014,Rio de Janeiro,Fevereiro,116,022014
2015,Rio de Janeiro,Fevereiro,36,022015
2016,Rio de Janeiro,Fevereiro,16,022016
2017,Rio de Janeiro,Fevereiro,34,022017
1998,Rio de Janeiro,Março,0,031998
1999,Rio de Janeiro,Março,0,031999
2000,Rio de Janeiro,Março,0,032000
2001,Rio de Janeiro,Março,0,032001
2002,Rio de Janeiro,Março,1,032002
2003,Rio de Janeiro,Março,23,032003
2004,Rio de Janeiro,Março,4,032004
2005,Rio de Janeiro,Março,7,032005
2006,Rio de Janeiro,Março,8,032006
2007,Rio de Janeiro,Março,27,032007
2008,Rio de Janeiro,Março,2,032008
2009,Rio de Janeiro,Março,5,032009
2010,Rio de Janeiro,Março,10,032010
2011,Rio de Janeiro,Março,7,032011
2012,Rio de Janeiro,Março,20,032012
2013,Rio de Janeiro,Março,9,032013
2014,Rio de Janeiro,Março,38,032014
2015,Rio de Janeiro,Março,23,032015
2016,Rio de Janeiro,Março,16,032016
2017,Rio de Janeiro,Março,10,032017
1998,Rio de Janeiro,Abril,0,041998
1999,Rio de Janeiro,Abril,1,041999
2000,Rio de Janeiro,Abril,2,042000
2001,Rio de Janeiro,Abril,2,042001
2002,Rio de Janeiro,Abril,8,042002
2003,Rio de Janeiro,Abril,11,042003
2004,Rio de Janeiro,Abril,3,042004
2005,Rio de Janeiro,Abril,1,042005
2006,Rio de Janeiro,Abril,8,042006
2007,Rio de Janeiro,Abril,9,042007
2008,Rio de Janeiro,Abril,2,042008
2009,Rio de Janeiro,Abril,1,042009
2010,Rio de Janeiro,Abril,10,042010
2011,Rio de Janeiro,Abril,12,042011
2012,Rio de Janeiro,Abril,12,042012
2013,Rio de Janeiro,Abril,9,042013
2014,Rio de Janeiro,Abril,25,042014
2015,Rio de Janeiro,Abril,24,042015
2016,Rio de Janeiro,Abril,45,042016
2017,Rio de Janeiro,Abril,12,042017
1998,Rio de Janeiro,Maio,0,051998
1999,Rio de Janeiro,Maio,7,051999
2000,Rio de Janeiro,Maio,5,052000
2001,Rio de Janeiro,Maio,4,052001
2002,Rio de Janeiro,Maio,4,052002
2003,Rio de Janeiro,Maio,1,052003
2004,Rio de Janeiro,Maio,0,052004
2005,Rio de Janeiro,Maio,11,052005
2006,Rio de Janeiro,Maio,4,052006
2007,Rio de Janeiro,Maio,2,052007
2008,Rio de Janeiro,Maio,0,052008
2009,Rio de Janeiro,Maio,37,052009
2010,Rio de Janeiro,Maio,6,052010
2011,Rio de Janeiro,Maio,17,052011
2012,Rio de Janeiro,Maio,18,052012
2013,Rio de Janeiro,Maio,16,052013
2014,Rio de Janeiro,Maio,20,052014
2015,Rio de Janeiro,Maio,21,052015
2016,Rio de Janeiro,Maio,30,052016
2017,Rio de Janeiro,Maio,15,052017
1998,Rio de Janeiro,Junho,3,061998
1999,Rio de Janeiro,Junho,8,061999
2000,Rio de Janeiro,Junho,14,062000
2001,Rio de Janeiro,Junho,13,062001
2002,Rio de Janeiro,Junho,13,062002
2003,Rio de Janeiro,Junho,13,062003
2004,Rio de Janeiro,Junho,19,062004
2005,Rio de Janeiro,Junho,16,062005
2006,Rio de Janeiro,Junho,19,062006
2007,Rio de Janeiro,Junho,3,062007
2008,Rio de Janeiro,Junho,4,062008
2009,Rio de Janeiro,Junho,33,062009
2010,Rio de Janeiro,Junho,7,062010
2011,Rio de Janeiro,Junho,33,062011
2012,Rio de Janeiro,Junho,14,062012
2013,Rio de Janeiro,Junho,17,062013
2014,Rio de Janeiro,Junho,54,062014
2015,Rio de Janeiro,Junho,33,062015
2016,Rio de Janeiro,Junho,37,062016
2017,Rio de Janeiro,Junho,68,062017
1998,Rio de Janeiro,Julho,21,071998
1999,Rio de Janeiro,Julho,14,071999
2000,Rio de Janeiro,Julho,22,072000
2001,Rio de Janeiro,Julho,57,072001
2002,Rio de Janeiro,Julho,17,072002
2003,Rio de Janeiro,Julho,42,072003
2004,Rio de Janeiro,Julho,23,072004
2005,Rio de Janeiro,Julho,20,072005
2006,Rio de Janeiro,Julho,54,072006
2007,Rio de Janeiro,Julho,15,072007
2008,Rio de Janeiro,Julho,14,072008
2009,Rio de Janeiro,Julho,56,072009
2010,Rio de Janeiro,Julho,55,072010
2011,Rio de Janeiro,Julho,121,072011
2012,Rio de Janeiro,Julho,50,072012
2013,Rio de Janeiro,Julho,58,072013
2014,Rio de Janeiro,Julho,62,072014
2015,Rio de Janeiro,Julho,74,072015
2016,Rio de Janeiro,Julho,131,072016
2017,Rio de Janeiro,Julho,70,072017
1998,Rio de Janeiro,Agosto,21,081998
1999,Rio de Janeiro,Agosto,88,081999
2000,Rio de Janeiro,Agosto,34,082000
2001,Rio de Janeiro,Agosto,129,082001
2002,Rio de Janeiro,Agosto,184,082002
2003,Rio de Janeiro,Agosto,191,082003
2004,Rio de Janeiro,Agosto,74,082004
2005,Rio de Janeiro,Agosto,98,082005
2006,Rio de Janeiro,Agosto,79,082006
2007,Rio de Janeiro,Agosto,189,082007
2008,Rio de Janeiro,Agosto,19,082008
2009,Rio de Janeiro,Agosto,91,082009
2010,Rio de Janeiro,Agosto,316,082010
2011,Rio de Janeiro,Agosto,250,082011
2012,Rio de Janeiro,Agosto,72,082012
2013,Rio de Janeiro,Agosto,74,082013
2014,Rio de Janeiro,Agosto,199,082014
2015,Rio de Janeiro,Agosto,158,082015
2016,Rio de Janeiro,Agosto,241,082016
2017,Rio de Janeiro,Agosto,164,082017
1998,Rio de Janeiro,Setembro,44,091998
1999,Rio de Janeiro,Setembro,192,091999
2000,Rio de Janeiro,Setembro,16,092000
2001,Rio de Janeiro,Setembro,60,092001
2002,Rio de Janeiro,Setembro,45,092002
2003,Rio de Janeiro,Setembro,166,092003
2004,Rio de Janeiro,Setembro,205,092004
2005,Rio de Janeiro,Setembro,46,092005
2006,Rio de Janeiro,Setembro,197,092006
2007,Rio de Janeiro,Setembro,223,092007
2008,Rio de Janeiro,Setembro,132,092008
2009,Rio de Janeiro,Setembro,90,092009
2010,Rio de Janeiro,Setembro,353,092010
2011,Rio de Janeiro,Setembro,510,092011
2012,Rio de Janeiro,Setembro,172,092012
2013,Rio de Janeiro,Setembro,117,092013
2014,Rio de Janeiro,Setembro,318,092014
2015,Rio de Janeiro,Setembro,85,092015
2016,Rio de Janeiro,Setembro,195,092016
2017,Rio de Janeiro,Setembro,728,092017
1998,Rio de Janeiro,Outubro,6,101998
1999,Rio de Janeiro,Outubro,30,101999
2000,Rio de Janeiro,Outubro,25,102000
2001,Rio de Janeiro,Outubro,33,102001
2002,Rio de Janeiro,Outubro,313,102002
2003,Rio de Janeiro,Outubro,81,102003
2004,Rio de Janeiro,Outubro,26,102004
2005,Rio de Janeiro,Outubro,116,102005
2006,Rio de Janeiro,Outubro,12,102006
2007,Rio de Janeiro,Outubro,137,102007
2008,Rio de Janeiro,Outubro,42,102008
2009,Rio de Janeiro,Outubro,18,102009
2010,Rio de Janeiro,Outubro,35,102010
2011,Rio de Janeiro,Outubro,114,102011
2012,Rio de Janeiro,Outubro,163,102012
2013,Rio de Janeiro,Outubro,44,102013
2014,Rio de Janeiro,Outubro,500,102014
2015,Rio de Janeiro,Outubro,96,102015
2016,Rio de Janeiro,Outubro,30,102016
2017,Rio de Janeiro,Outubro,238,102017
1998,Rio de Janeiro,Novembro,6,111998
1999,Rio de Janeiro,Novembro,16,111999
2000,Rio de Janeiro,Novembro,2,112000
2001,Rio de Janeiro,Novembro,4,112001
2002,Rio de Janeiro,Novembro,11,112002
2003,Rio de Janeiro,Novembro,5,112003
2004,Rio de Janeiro,Novembro,49,112004
2005,Rio de Janeiro,Novembro,12,112005
2006,Rio de Janeiro,Novembro,1,112006
2007,Rio de Janeiro,Novembro,1,112007
2008,Rio de Janeiro,Novembro,0,112008
2009,Rio de Janeiro,Novembro,27,112009
2010,Rio de Janeiro,Novembro,23,112010
2011,Rio de Janeiro,Novembro,20,112011
2012,Rio de Janeiro,Novembro,13,112012
2013,Rio de Janeiro,Novembro,28,112013
2014,Rio de Janeiro,Novembro,36,112014
2015,Rio de Janeiro,Novembro,6,112015
2016,Rio de Janeiro,Novembro,19,112016
2017,Rio de Janeiro,Novembro,43,112017
1998,Rio de Janeiro,Dezembro,1,121998
1999,Rio de Janeiro,Dezembro,0,121999
2000,Rio de Janeiro,Dezembro,0,122000
2001,Rio de Janeiro,Dezembro,2,122001
2002,Rio de Janeiro,Dezembro,8,122002
2003,Rio de Janeiro,Dezembro,10,122003
2004,Rio de Janeiro,Dezembro,9,122004
2005,Rio de Janeiro,Dezembro,2,122005
2006,Rio de Janeiro,Dezembro,0,122006
2007,Rio de Janeiro,Dezembro,0,122007
2008,Rio de Janeiro,Dezembro,6,122008
2009,Rio de Janeiro,Dezembro,1,122009
2010,Rio de Janeiro,Dezembro,10,122010
2011,Rio de Janeiro,Dezembro,3,122011
2012,Rio de Janeiro,Dezembro,18,122012
2013,Rio de Janeiro,Dezembro,12,122013
2014,Rio de Janeiro,Dezembro,25,122014
2015,Rio de Janeiro,Dezembro,11,122015
2016,Rio de Janeiro,Dezembro,5,122016
1998,Rio Grande do Norte,Janeiro,0,011998
1999,Rio Grande do Norte,Janeiro,32,011999
2000,Rio Grande do Norte,Janeiro,1,012000
2001,Rio Grande do Norte,Janeiro,2,012001
2002,Rio Grande do Norte,Janeiro,4,012002
2003,Rio Grande do Norte,Janeiro,113,012003
2004,Rio Grande do Norte,Janeiro,44,012004
2005,Rio Grande do Norte,Janeiro,153,012005
2006,Rio Grande do Norte,Janeiro,93,012006
2007,Rio Grande do Norte,Janeiro,63,012007
2008,Rio Grande do Norte,Janeiro,70,012008
2009,Rio Grande do Norte,Janeiro,110,012009
2010,Rio Grande do Norte,Janeiro,32,012010
2011,Rio Grande do Norte,Janeiro,15,012011
2012,Rio Grande do Norte,Janeiro,72,012012
2013,Rio Grande do Norte,Janeiro,25,012013
2014,Rio Grande do Norte,Janeiro,34,012014
2015,Rio Grande do Norte,Janeiro,45,012015
2016,Rio Grande do Norte,Janeiro,15,012016
2017,Rio Grande do Norte,Janeiro,28,012017
1998,Rio Grande do Norte,Fevereiro,0,021998
1999,Rio Grande do Norte,Fevereiro,11,021999
2000,Rio Grande do Norte,Fevereiro,7,022000
2001,Rio Grande do Norte,Fevereiro,0,022001
2002,Rio Grande do Norte,Fevereiro,18,022002
2003,Rio Grande do Norte,Fevereiro,9,022003
2004,Rio Grande do Norte,Fevereiro,5,022004
2005,Rio Grande do Norte,Fevereiro,42,022005
2006,Rio Grande do Norte,Fevereiro,21,022006
2007,Rio Grande do Norte,Fevereiro,9,022007
2008,Rio Grande do Norte,Fevereiro,25,022008
2009,Rio Grande do Norte,Fevereiro,8,022009
2010,Rio Grande do Norte,Fevereiro,12,022010
2011,Rio Grande do Norte,Fevereiro,5,022011
2012,Rio Grande do Norte,Fevereiro,13,022012
2013,Rio Grande do Norte,Fevereiro,24,022013
2014,Rio Grande do Norte,Fevereiro,8,022014
2015,Rio Grande do Norte,Fevereiro,15,022015
2016,Rio Grande do Norte,Fevereiro,2,022016
2017,Rio Grande do Norte,Fevereiro,10,022017
1998,Rio Grande do Norte,Março,0,031998
1999,Rio Grande do Norte,Março,9,031999
2000,Rio Grande do Norte,Março,11,032000
2001,Rio Grande do Norte,Março,0,032001
2002,Rio Grande do Norte,Março,3,032002
2003,Rio Grande do Norte,Março,1,032003
2004,Rio Grande do Norte,Março,1,032004
2005,Rio Grande do Norte,Março,15,032005
2006,Rio Grande do Norte,Março,8,032006
2007,Rio Grande do Norte,Março,7,032007
2008,Rio Grande do Norte,Março,3,032008
2009,Rio Grande do Norte,Março,2,032009
2010,Rio Grande do Norte,Março,23,032010
2011,Rio Grande do Norte,Março,3,032011
2012,Rio Grande do Norte,Março,2,032012
2013,Rio Grande do Norte,Março,6,032013
2014,Rio Grande do Norte,Março,6,032014
2015,Rio Grande do Norte,Março,3,032015
2016,Rio Grande do Norte,Março,1,032016
2017,Rio Grande do Norte,Março,3,032017
1998,Rio Grande do Norte,Abril,0,041998
1999,Rio Grande do Norte,Abril,21,041999
2000,Rio Grande do Norte,Abril,16,042000
2001,Rio Grande do Norte,Abril,10,042001
2002,Rio Grande do Norte,Abril,0,042002
2003,Rio Grande do Norte,Abril,2,042003
2004,Rio Grande do Norte,Abril,3,042004
2005,Rio Grande do Norte,Abril,2,042005
2006,Rio Grande do Norte,Abril,2,042006
2007,Rio Grande do Norte,Abril,1,042007
2008,Rio Grande do Norte,Abril,0,042008
2009,Rio Grande do Norte,Abril,1,042009
2010,Rio Grande do Norte,Abril,7,042010
2011,Rio Grande do Norte,Abril,0,042011
2012,Rio Grande do Norte,Abril,4,042012
2013,Rio Grande do Norte,Abril,7,042013
2014,Rio Grande do Norte,Abril,2,042014
2015,Rio Grande do Norte,Abril,4,042015
2016,Rio Grande do Norte,Abril,0,042016
2017,Rio Grande do Norte,Abril,6,042017
1998,Rio Grande do Norte,Maio,0,051998
1999,Rio Grande do Norte,Maio,1,051999
2000,Rio Grande do Norte,Maio,3,052000
2001,Rio Grande do Norte,Maio,56,052001
2002,Rio Grande do Norte,Maio,6,052002
2003,Rio Grande do Norte,Maio,0,052003
2004,Rio Grande do Norte,Maio,2,052004
2005,Rio Grande do Norte,Maio,3,052005
2006,Rio Grande do Norte,Maio,0,052006
2007,Rio Grande do Norte,Maio,2,052007
2008,Rio Grande do Norte,Maio,0,052008
2009,Rio Grande do Norte,Maio,0,052009
2010,Rio Grande do Norte,Maio,3,052010
2011,Rio Grande do Norte,Maio,0,052011
2012,Rio Grande do Norte,Maio,14,052012
2013,Rio Grande do Norte,Maio,2,052013
2014,Rio Grande do Norte,Maio,2,052014
2015,Rio Grande do Norte,Maio,4,052015
2016,Rio Grande do Norte,Maio,1,052016
2017,Rio Grande do Norte,Maio,2,052017
1998,Rio Grande do Norte,Junho,1,061998
1999,Rio Grande do Norte,Junho,4,061999
2000,Rio Grande do Norte,Junho,8,062000
2001,Rio Grande do Norte,Junho,13,062001
2002,Rio Grande do Norte,Junho,1,062002
2003,Rio Grande do Norte,Junho,1,062003
2004,Rio Grande do Norte,Junho,2,062004
2005,Rio Grande do Norte,Junho,0,062005
2006,Rio Grande do Norte,Junho,0,062006
2007,Rio Grande do Norte,Junho,0,062007
2008,Rio Grande do Norte,Junho,0,062008
2009,Rio Grande do Norte,Junho,0,062009
2010,Rio Grande do Norte,Junho,1,062010
2011,Rio Grande do Norte,Junho,1,062011
2012,Rio Grande do Norte,Junho,5,062012
2013,Rio Grande do Norte,Junho,1,062013
2014,Rio Grande do Norte,Junho,2,062014
2015,Rio Grande do Norte,Junho,5,062015
2016,Rio Grande do Norte,Junho,4,062016
2017,Rio Grande do Norte,Junho,3,062017
